EFFECTNAME;UNIT;SPELL;LEVEL_1;LEVEL_3;LEVEL_2;LEVEL_4;LEVEL_5
Add one rank 3 insect card from your deck to your hand.;True;False;True;True;True;False;False
Add one rank 3 insect card from your deck to your hand.;True;False;True;True;True;False;False
Add one rank 3 insect card from your discard pile to your hand.;True;False;True;True;True;False;False
Add one rank 3 insect card from your discard pile to your hand.;True;False;True;True;True;False;False
Add one rank 3 light card from your deck to your hand.;False;True;True;True;True;False;False
Add one rank 3 light card from your deck to your hand.;False;True;True;True;True;False;False
Add one rank 3 light card from your discard pile to your hand.;False;True;True;True;True;False;False
Add one rank 3 light card from your discard pile to your hand.;False;True;True;True;True;False;False
Add one rank 3 machine card from your deck to your hand.;True;False;True;True;True;False;False
Add one rank 3 machine card from your deck to your hand.;True;False;True;True;True;False;False
Add one rank 3 machine card from your discard pile to your hand.;True;False;True;True;True;False;False
Add one rank 3 machine card from your discard pile to your hand.;True;False;True;True;True;False;False
Add one rank 3 or higher air card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher air card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher aquatic card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher aquatic card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher beast card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher beast card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher botanic card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher botanic card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher card from your deck to your hand.;False;False;False;True;True;False;False
Add one rank 3 or higher card from your discard pile to your hand.;False;False;False;True;True;False;False
Add one rank 3 or higher creature from your deck to your hand.;False;False;False;True;True;False;False
Add one rank 3 or higher creature from your discard pile to your hand.;False;False;False;True;True;False;False
Add one rank 3 or higher dark card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher dark card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher dragon card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher dragon card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher earth card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher earth card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher electric card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher electric card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher elemental card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher elemental card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher fairy card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher fairy card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher fire card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher fire card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher ghost card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher ghost card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher insect card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher insect card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher light card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher light card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher machine card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher machine card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher reptile card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher reptile card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher spell card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher spell card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher spell from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher spell from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher spellcaster card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher spellcaster card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher undead card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher undead card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher warrior card from your deck to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher warrior card from your discard pile to your hand.;True;False;False;True;True;False;False
Add one rank 3 or higher water card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or higher water card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or lower air card from your deck to your hand.;False;True;False;True;True;False;False
Add one rank 3 or lower air card from your discard pile to your hand.;False;True;False;True;True;False;False
Add one rank 3 or lower aquatic card from your deck to your hand.;True;False;False;True;True;False;False
